distance_km,fuel_price,hour,day_of_week,traffic_level,weather,vehicle_type,fare
39.04,5661.12,23,2,1,0,Mini Bus,15500
19.79,5357.6,9,0,3,0,Mini Bus,10500
20.75,5295.56,15,1,2,0,Mini Bus,9000
14.65,5840.05,19,2,3,1,Boda Boda,14000
38.62,4566.77,12,4,1,0,Special Hire,43500
29.46,5981.91,20,4,3,0,Boda Boda,22000
38.65,6275.97,16,0,1,0,Taxi,27000
6.37,5283.11,16,2,1,0,Boda Boda,3500
12.28,5865.39,2,2,1,0,Special Hire,19500
1.64,4502.19,3,5,1,0,Boda Boda,2000
7.51,5794.6,14,6,1,1,Taxi,7500
19.91,4631.34,20,2,3,0,Special Hire,35000
26.07,4790.82,13,3,1,0,Boda Boda,11000
6.55,4009.59,16,2,1,0,Boda Boda,3500
36.95,4379.89,23,1,1,0,Taxi,23500
32.52,5043.04,3,2,1,0,Taxi,23500
30.2,4424.55,16,6,1,0,Boda Boda,12500
8.31,5591.39,9,2,2,1,Special Hire,17000
39.43,6240.13,23,1,1,0,Mini Bus,16500
31.06,5519.37,18,5,3,0,Special Hire,60000
25.49,5119.88,8,4,3,0,Special Hire,47500
23.85,4818.92,6,6,1,0,Mini Bus,7500
8.02,4892.24,23,5,1,0,Taxi,6500
28.06,5419.9,20,4,2,1,Special Hire,53500
2.86,5357.76,4,6,1,1,Taxi,4000
9.86,4959.65,17,5,3,0,Taxi,10000
5.33,6061.11,14,6,1,1,Boda Boda,4500
30.56,4009.47,16,3,1,0,Taxi,16500
43.37,5111.8,15,6,1,0,Special Hire,53500
34.72,5044.99,19,2,3,1,Special Hire,77000
6.28,5486.67,4,6,1,0,Taxi,5500
40.64,5911.48,1,0,1,0,Boda Boda,23000
5.67,4956.34,13,5,1,0,Mini Bus,2500
23.85,5204.78,5,5,2,1,Mini Bus,14000
15.79,6406.07,10,1,1,0,Mini Bus,6500
29.54,5012.05,7,3,3,1,Special Hire,68000
6.55,4001.48,2,5,1,0,Special Hire,9000
11.68,4475.57,18,6,3,0,Mini Bus,6000
40.36,4384.79,7,4,3,1,Mini Bus,22000
42.16,5767.51,0,5,1,0,Mini Bus,16500
8.95,5813.31,20,5,3,0,Mini Bus,5500
16.84,4096.45,19,6,2,0,Mini Bus,6500
18.15,5357.21,1,3,1,0,Taxi,13500
7.65,4158.36,10,4,2,0,Taxi,6000
1.61,5564.31,6,6,1,0,Special Hire,3000
41.23,4001.37,3,4,1,0,Boda Boda,18000
37.95,6349.22,6,4,1,0,Mini Bus,14000
38.59,4846.7,18,3,3,0,Special Hire,65500
42.99,5353.14,3,2,2,0,Mini Bus,20000
6.01,5785.78,11,2,1,0,Boda Boda,3500
21.19,5681.01,20,1,3,0,Taxi,21500
39.57,5673.18,15,0,1,0,Boda Boda,18500
30.49,6195.6,2,2,1,0,Mini Bus,13000
11.4,5492.83,21,6,1,0,Boda Boda,6000
15.48,5437.17,5,3,1,0,Mini Bus,6500
43.53,4037.85,7,4,3,0,Taxi,33500
37.78,4680.83,14,6,1,0,Taxi,22500
43.91,4304.68,18,2,3,0,Mini Bus,19500
30.52,4604.17,11,3,2,0,Taxi,21000
13.44,5718.65,15,5,1,0,Mini Bus,5000
12.83,4741.97,13,6,1,0,Taxi,8500
26.13,4096.72,7,3,2,0,Taxi,17000
10.99,4525.84,14,0,1,0,Mini Bus,4000
1.96,4729.3,5,5,1,0,Mini Bus,2000
32.33,4620.81,12,5,1,0,Boda Boda,13500
22.26,4023.07,12,6,1,0,Boda Boda,9000
44.38,4766.34,19,0,2,1,Mini Bus,20500
12.11,5618.52,11,6,1,0,Taxi,9000
11.24,4339.68,13,2,2,1,Mini Bus,6000
36.27,4902.05,8,0,3,0,Mini Bus,17500
41.43,5263.66,17,3,3,0,Mini Bus,20500
25.32,5334.07,6,4,2,0,Boda Boda,14500
40.2,5979.31,11,5,1,1,Taxi,34500
2.67,5672.28,5,1,1,0,Taxi,3000
13.66,4911.73,7,4,3,0,Mini Bus,7500
42.22,5968.12,3,0,1,0,Special Hire,65500
10.23,5916.85,12,2,2,0,Mini Bus,5500
11.69,4375.42,2,6,1,0,Boda Boda,6000
13.69,6043.83,2,2,1,0,Boda Boda,8500
39.17,4908.72,13,4,1,0,Taxi,23000
11.9,4788.99,19,2,3,0,Boda Boda,8500
14.95,4721.19,5,1,1,0,Boda Boda,7500
36.2,4399.33,3,6,1,0,Mini Bus,12500
7.45,4053.46,18,2,2,0,Mini Bus,3500
42.91,4620.36,17,6,3,0,Taxi,37500
40.75,5734.52,11,3,1,0,Special Hire,54500
16.62,5137.48,3,3,1,0,Taxi,12000
13.64,5283.69,15,0,1,0,Special Hire,17000
30.71,5313.96,15,1,1,0,Taxi,19500
42.15,5825.62,17,6,3,0,Special Hire,84500
32.76,5030.03,7,4,3,0,Taxi,30000
15.73,5348.87,14,1,1,0,Taxi,10500
39.27,4807.21,11,5,1,0,Taxi,22500
34.01,6383.12,12,1,1,0,Taxi,24000
40.43,5234.31,15,5,1,0,Taxi,25000
41.16,5862.85,21,2,2,0,Boda Boda,24000
11.71,5489.15,1,1,1,0,Boda Boda,7000
8.89,4506.91,18,6,2,0,Taxi,7000
18.43,6000.32,0,3,2,0,Special Hire,34000
30.0,5994.08,21,3,2,0,Mini Bus,13500
22.23,5686.26,20,6,2,0,Boda Boda,13000
28.44,6099.17,9,4,3,0,Mini Bus,15500
34.31,5843.67,10,2,1,0,Mini Bus,12500
21.76,4800.93,19,3,3,0,Taxi,20000
10.28,5944.03,15,4,1,0,Mini Bus,4500
37.3,5095.63,2,2,1,1,Special Hire,64500
5.26,5306.51,18,2,3,0,Taxi,6500
7.1,4209.97,3,2,2,0,Taxi,6500
13.1,5254.29,6,3,1,1,Special Hire,20500
13.16,5052.55,21,5,1,0,Mini Bus,5000
5.17,4971.48,2,4,2,0,Special Hire,9500
6.52,4420.18,16,3,1,0,Special Hire,8000
41.8,4258.02,9,5,3,0,Taxi,35000
19.39,5045.54,20,5,3,0,Taxi,19000
22.34,4997.52,7,2,3,0,Special Hire,40000
0.67,5141.33,5,3,1,0,Mini Bus,1500
36.58,4636.58,21,1,1,0,Boda Boda,14500
30.95,5727.01,0,6,1,0,Mini Bus,12000
28.73,6424.32,1,1,2,0,Boda Boda,20500
27.68,5747.98,8,5,3,0,Taxi,28500
30.92,4473.84,19,6,3,0,Special Hire,50000
35.65,5600.77,11,0,1,0,Special Hire,46000
17.07,5387.11,3,2,1,0,Taxi,13000
11.32,4031.95,9,2,2,0,Boda Boda,6000
29.91,4374.25,5,6,1,0,Mini Bus,10500
30.89,4204.8,16,5,2,0,Mini Bus,11000
41.63,4786.81,20,6,2,0,Boda Boda,20500
11.67,6249.65,9,3,2,0,Taxi,10500
15.81,4005.88,0,5,1,0,Taxi,10500
34.93,4431.18,21,6,2,1,Mini Bus,15500
7.83,5887.04,20,4,3,0,Special Hire,17000
35.99,4164.29,3,3,2,0,Special Hire,51500
5.0,4463.55,20,5,2,0,Special Hire,8000
37.22,4985.24,18,5,2,0,Special Hire,53000
2.29,6178.36,11,6,1,0,Taxi,2500
15.22,4895.54,17,6,3,0,Boda Boda,11000
36.19,4466.19,15,1,1,0,Mini Bus,11000
13.05,5911.97,1,4,2,0,Special Hire,25000
0.63,5516.9,12,3,1,0,Special Hire,2000
15.15,6346.58,16,2,1,0,Boda Boda,8500
31.17,4090.45,3,3,1,0,Special Hire,37000
15.57,4415.17,0,0,1,0,Special Hire,20500
18.1,4130.39,12,3,1,0,Boda Boda,7500
39.24,5453.38,9,6,2,0,Taxi,29500
33.34,5738.68,20,3,3,0,Special Hire,66500
16.22,6229.88,23,0,1,0,Special Hire,26000
27.62,4186.2,0,6,1,1,Boda Boda,16000
20.37,5806.3,19,4,3,0,Boda Boda,15500
24.1,5889.6,19,3,2,0,Special Hire,39500
21.3,5276.43,8,3,2,0,Mini Bus,9000
1.51,4737.09,10,1,1,0,Mini Bus,1500
16.0,6294.83,15,4,1,0,Mini Bus,6500
40.7,4004.14,10,1,1,0,Boda Boda,15500
23.35,5152.91,5,3,1,0,Taxi,17000
14.41,6145.86,18,6,3,0,Boda Boda,12000
18.26,4438.59,4,3,1,0,Taxi,12500
36.63,5532.17,14,3,2,0,Special Hire,57000
5.92,5961.74,16,2,1,0,Taxi,5000
28.74,4169.86,3,5,1,0,Special Hire,35500
16.95,4921.05,7,3,2,0,Mini Bus,7000
0.93,5868.13,7,4,3,1,Boda Boda,2500
22.83,5657.3,12,1,2,0,Special Hire,36500
37.92,5467.45,8,6,2,1,Taxi,36000
10.19,5188.95,3,4,1,1,Mini Bus,6000
21.84,5114.88,23,6,1,0,Boda Boda,11500
40.96,6024.26,11,4,1,0,Boda Boda,20500
38.93,4261.64,7,6,3,0,Boda Boda,23000
5.01,6449.06,5,4,1,0,Mini Bus,3000
13.78,6163.48,17,1,3,0,Taxi,15000
24.11,5401.07,16,4,1,1,Mini Bus,10500
4.99,4627.15,16,1,1,0,Mini Bus,2500
42.6,5546.8,23,4,1,0,Special Hire,62500
2.59,5497.85,12,6,1,0,Special Hire,4000
31.35,6118.82,16,0,2,0,Taxi,26000
30.72,5542.26,15,1,1,0,Special Hire,40000
39.74,6401.09,0,3,2,0,Boda Boda,27500
42.93,5364.46,21,6,1,0,Mini Bus,14500
31.51,4466.88,17,3,3,0,Mini Bus,14500
16.45,4025.73,1,5,1,0,Special Hire,20000
5.21,6134.71,21,3,2,1,Taxi,7000
38.6,4634.51,0,5,1,1,Boda Boda,22000
13.37,5840.21,8,0,3,0,Taxi,14500
19.52,4779.85,18,2,2,0,Taxi,14500
41.4,6183.83,18,0,3,0,Special Hire,84500
23.63,6017.42,18,0,3,0,Taxi,25500
32.64,6266.32,0,6,1,0,Mini Bus,13500
44.99,5511.78,4,1,1,0,Mini Bus,17500
1.68,5677.67,23,0,1,0,Mini Bus,1500
7.34,6225.96,19,1,3,0,Special Hire,16000
23.7,5111.52,5,4,1,0,Boda Boda,12500
26.23,5564.63,13,3,1,0,Special Hire,33000
42.44,5030.35,17,0,3,0,Boda Boda,27000
9.12,4734.77,13,2,1,0,Taxi,6000
14.52,6124.12,16,2,2,0,Taxi,12500
11.32,4301.52,18,2,3,0,Special Hire,19500
29.28,5009.88,14,0,1,0,Taxi,18500
13.65,6048.5,6,2,1,0,Special Hire,19000
14.44,6389.98,23,3,2,0,Boda Boda,11000
34.91,5513.1,14,1,1,0,Taxi,23500
7.74,4070.2,23,1,2,0,Boda Boda,5000
2.77,5860.22,2,3,2,0,Taxi,4000
32.78,5663.87,20,5,3,1,Special Hire,77500
29.38,4206.86,3,3,1,0,Taxi,19000
36.05,4849.64,15,5,1,1,Mini Bus,14000
28.25,5128.03,12,0,1,0,Boda Boda,13000
11.93,5931.0,18,5,2,0,Taxi,10500
2.72,4987.09,7,5,3,0,Taxi,4000
15.81,6224.98,16,3,1,0,Special Hire,22000
13.2,4203.2,10,3,1,0,Boda Boda,5500
11.28,4329.82,15,4,1,0,Taxi,6500
13.32,6286.37,13,4,1,0,Taxi,10000
25.94,4959.76,5,3,1,1,Mini Bus,12000
18.21,5901.52,13,3,1,0,Taxi,12500
36.84,5886.32,22,2,1,1,Mini Bus,18500
27.61,4588.82,12,1,1,0,Mini Bus,8500
11.17,4822.42,21,1,1,0,Boda Boda,5500
17.87,5621.32,8,5,3,0,Mini Bus,10000
33.67,4155.98,8,0,3,0,Taxi,28000
4.67,4083.65,15,2,1,0,Boda Boda,2500
44.54,5744.71,11,1,1,0,Mini Bus,15500
20.71,4832.11,10,6,1,0,Special Hire,24500
18.07,5047.01,16,6,1,0,Special Hire,22500
30.1,5679.16,3,6,1,0,Taxi,23500
7.73,5077.8,3,5,2,0,Special Hire,14000
24.84,5271.27,17,4,3,0,Boda Boda,16500
34.25,6270.79,18,3,3,1,Special Hire,88000
33.29,6005.33,14,2,1,0,Special Hire,46000
24.83,5620.98,11,5,1,0,Boda Boda,12000
23.53,5483.24,23,4,1,0,Special Hire,34000
25.29,6169.75,16,0,2,0,Special Hire,41000
35.96,6400.08,18,3,3,0,Boda Boda,27000
32.91,4521.82,4,1,1,0,Special Hire,43000
32.16,5249.45,11,5,1,0,Special Hire,40500
11.97,6071.89,5,4,1,0,Mini Bus,5500
20.99,6136.85,8,5,2,1,Special Hire,43000
23.75,5400.01,12,3,1,0,Boda Boda,11000
43.63,4421.02,9,5,3,1,Special Hire,90000
27.74,4241.03,6,4,1,0,Taxi,15000
16.9,5080.42,2,0,1,0,Boda Boda,9000
41.98,6468.83,7,5,3,0,Mini Bus,23000
26.41,4865.23,8,5,3,0,Taxi,23500
44.55,5017.63,14,1,2,0,Boda Boda,23000
26.81,4181.6,12,0,1,0,Boda Boda,11000
16.35,5945.22,6,4,1,0,Boda Boda,8500
26.48,5913.18,15,1,2,1,Boda Boda,19000
13.98,5893.33,5,3,1,0,Mini Bus,6500
39.43,5395.53,7,4,3,0,Special Hire,74000
42.98,4229.06,13,0,1,1,Taxi,28500
30.12,4975.94,13,0,1,0,Special Hire,36000
21.12,6122.83,7,2,3,0,Taxi,23500
36.46,5299.82,19,2,3,1,Boda Boda,30500
35.64,5712.3,19,5,3,0,Boda Boda,24500
31.31,4981.59,23,1,1,0,Special Hire,43500
24.19,5231.25,14,6,2,0,Boda Boda,13500
26.6,5542.76,19,3,2,1,Taxi,27000
26.3,5311.9,12,3,1,0,Special Hire,33000
4.76,5090.15,19,4,3,0,Mini Bus,3500
42.14,4832.09,1,3,1,0,Mini Bus,15000
7.65,4789.06,19,5,3,0,Special Hire,14000
21.69,5055.56,0,1,1,0,Boda Boda,11500
12.33,6434.29,5,2,2,0,Mini Bus,7500
4.01,4522.79,15,0,1,0,Mini Bus,2000
15.71,4845.37,3,6,2,0,Mini Bus,7500
35.14,4296.6,0,5,2,0,Taxi,27500
41.45,4703.14,11,4,1,0,Taxi,24500
20.99,4815.97,3,5,1,0,Special Hire,29000
40.27,4171.94,15,1,1,0,Mini Bus,11500
2.78,4564.07,3,5,1,0,Mini Bus,2000
41.94,5793.77,16,4,1,0,Mini Bus,14500
39.92,5085.13,14,1,1,0,Special Hire,48500
44.38,5295.83,17,3,2,1,Mini Bus,22000
37.79,4423.9,14,0,2,0,Mini Bus,13000
43.6,4674.99,5,4,1,0,Mini Bus,15000
29.41,4559.39,19,1,3,0,Mini Bus,13500
44.23,5959.92,3,6,1,0,Boda Boda,24000
33.78,4755.71,11,4,1,0,Mini Bus,10000
24.8,6310.06,18,5,2,0,Mini Bus,11500
39.3,4374.08,15,6,1,1,Boda Boda,19500
38.76,6397.51,7,4,3,0,Taxi,41500
43.66,5642.17,19,4,2,1,Special Hire,82000
25.34,5065.93,0,5,1,0,Mini Bus,9500
40.56,4151.65,19,4,3,0,Taxi,32500
11.87,6341.14,2,2,1,0,Special Hire,20500
10.32,4118.3,6,6,1,0,Taxi,6500
38.15,4057.39,9,1,3,0,Mini Bus,16500
6.56,4283.27,11,0,1,0,Mini Bus,2500
18.51,4823.66,2,0,1,0,Mini Bus,7000
18.66,4550.08,1,6,1,0,Mini Bus,7000
18.74,5952.29,11,2,1,0,Mini Bus,7000
34.41,4211.04,14,2,1,0,Mini Bus,9500
3.82,5235.76,11,2,1,0,Boda Boda,2500
30.1,4904.66,23,0,1,0,Taxi,21500
24.03,4757.95,18,1,3,1,Special Hire,53500
30.99,4001.28,6,5,1,0,Taxi,16500
38.75,4695.48,7,2,3,0,Taxi,34500
44.67,5480.57,2,1,1,0,Mini Bus,17000
25.37,6090.27,12,0,1,0,Special Hire,35500
13.03,4173.34,23,5,2,0,Special Hire,19500
31.56,5140.09,22,2,1,0,Special Hire,44500
8.96,5914.25,20,1,3,0,Mini Bus,6000
23.74,4007.3,22,2,1,1,Mini Bus,10000
25.79,6404.84,16,5,1,0,Special Hire,36500
22.67,6039.13,21,0,2,0,Taxi,19000
1.03,5702.55,22,3,1,0,Boda Boda,1500
20.85,5280.37,2,2,1,0,Mini Bus,8500
42.38,5997.56,9,0,2,0,Taxi,34500
2.39,5071.07,7,0,3,0,Special Hire,6000
33.79,5013.13,22,4,2,0,Special Hire,57000
24.32,4025.97,20,2,3,0,Taxi,20000
6.27,4669.64,6,1,1,0,Mini Bus,2500
29.8,4686.82,8,1,3,0,Taxi,26500
16.09,4472.33,6,0,2,0,Mini Bus,6500
35.62,6393.28,3,6,2,0,Taxi,36500
16.36,4749.62,6,5,1,0,Taxi,10000
9.89,5624.43,19,3,2,0,Special Hire,16500
43.35,5440.9,2,4,1,0,Mini Bus,17000
4.62,6351.46,15,0,2,0,Taxi,5000
30.78,4746.86,8,1,3,0,Special Hire,54500
30.91,4485.59,12,1,1,0,Taxi,18000
15.76,4682.53,8,2,2,1,Boda Boda,11000
36.73,4488.75,2,6,1,0,Taxi,24500
21.4,4587.61,22,3,1,0,Boda Boda,10500
35.2,4863.09,9,3,3,0,Taxi,32000
36.73,5853.75,10,3,2,0,Boda Boda,21500
31.75,5551.42,7,4,3,0,Taxi,31500
3.61,5611.97,17,0,3,1,Special Hire,10500
17.24,4944.51,23,1,1,1,Mini Bus,8500
39.12,6454.21,7,4,3,0,Taxi,41500
17.9,4447.76,19,0,3,0,Special Hire,31000
28.21,5813.1,9,3,2,0,Taxi,22500
13.44,4026.18,17,4,3,1,Mini Bus,8500
35.98,4586.85,22,4,1,1,Boda Boda,21500
16.09,6038.23,2,1,1,0,Mini Bus,7000
12.08,4260.83,17,2,3,0,Taxi,10500
43.09,5659.48,4,0,1,0,Boda Boda,23000
5.05,6202.81,5,4,2,0,Taxi,6000
28.52,5250.78,8,0,3,0,Special Hire,51500
15.36,5144.83,7,6,3,0,Boda Boda,11500
27.23,4562.95,13,2,1,0,Boda Boda,11000
3.3,5868.24,5,0,1,0,Special Hire,6000
29.66,6458.48,11,1,2,0,Taxi,26500
1.13,4629.31,16,6,1,0,Taxi,1500
40.52,4738.49,3,1,1,1,Boda Boda,25000
13.34,5927.69,3,0,2,0,Boda Boda,10000
5.69,5700.59,23,6,1,0,Taxi,5000
13.86,4249.36,9,0,2,0,Mini Bus,5500
19.66,5957.69,8,3,3,0,Mini Bus,11500
16.37,4206.91,3,4,1,0,Special Hire,20500
7.21,5528.36,17,3,3,0,Boda Boda,6000
23.63,6229.02,2,5,1,0,Taxi,20000
25.16,5543.66,1,6,1,0,Taxi,19000
41.44,4608.52,16,6,1,0,Boda Boda,17000
30.33,4904.64,9,4,3,0,Boda Boda,20000
2.1,5361.49,6,6,1,0,Boda Boda,2000
26.87,6015.66,6,1,1,0,Mini Bus,10000
28.78,4205.07,6,5,1,0,Boda Boda,11500
13.21,4304.85,16,5,1,0,Taxi,8000
10.62,6472.2,11,6,1,0,Special Hire,16000
36.72,5941.57,6,5,1,0,Boda Boda,18000
20.61,4278.8,20,1,3,1,Boda Boda,16500
0.64,6238.26,3,1,1,0,Boda Boda,1500
13.91,4255.13,23,5,1,0,Boda Boda,7000
19.99,6145.16,13,5,1,0,Mini Bus,7500
38.59,6217.9,18,1,2,0,Special Hire,62500
2.64,4484.92,5,1,1,0,Mini Bus,2000
42.45,4045.61,20,1,3,0,Boda Boda,24000
40.11,6191.86,17,5,3,0,Taxi,42500
4.75,4556.42,18,3,3,0,Special Hire,9500
19.16,5184.36,17,2,3,0,Boda Boda,13500
10.76,4845.28,10,2,1,0,Taxi,7000
7.93,4525.17,18,0,3,0,Taxi,8000
19.8,6078.84,3,4,1,0,Mini Bus,9000
3.14,4524.84,21,1,1,0,Boda Boda,2000
28.24,6373.41,10,4,2,0,Special Hire,46500
38.46,5552.46,21,2,1,0,Boda Boda,17500
19.13,4922.96,23,5,2,0,Special Hire,32500
3.38,5607.27,21,2,1,0,Special Hire,5000
22.05,5551.07,13,3,2,0,Boda Boda,12500
19.86,4100.7,23,2,1,0,Taxi,12500
12.25,4531.97,2,4,1,0,Mini Bus,5000
5.4,5676.11,8,5,3,0,Taxi,6500
27.87,5495.42,11,0,1,0,Special Hire,35500
20.53,6131.76,13,5,1,0,Mini Bus,8000
19.03,4050.45,15,6,1,0,Boda Boda,8000
32.14,5500.51,4,0,1,0,Mini Bus,12500
1.25,5789.59,3,4,2,0,Boda Boda,2000
24.69,4051.42,23,6,1,1,Taxi,19500
16.57,5236.33,11,6,2,0,Boda Boda,9500
21.49,6370.67,3,3,1,0,Taxi,18000
29.16,4076.02,23,2,1,1,Boda Boda,16000
28.25,4887.81,23,2,1,0,Taxi,20000
27.47,4724.12,18,3,3,0,Special Hire,48000
11.67,6097.12,4,1,2,0,Mini Bus,6500
1.44,6232.91,4,6,1,0,Taxi,2500
5.44,5786.05,0,2,1,0,Taxi,5000
11.24,4023.74,13,6,1,0,Mini Bus,4000
8.51,5723.39,2,6,1,0,Mini Bus,4500
24.33,5687.96,13,3,1,0,Boda Boda,12000
27.4,5412.73,0,2,1,0,Mini Bus,10500
28.7,4279.63,7,0,3,0,Taxi,24500
33.42,6395.58,17,5,3,0,Taxi,37000
4.14,5172.88,21,1,1,1,Mini Bus,3000
4.86,4353.04,20,1,2,0,Boda Boda,3500
31.95,4448.82,12,0,2,0,Taxi,21000
26.64,5489.14,20,2,2,0,Taxi,20500
34.65,5088.56,14,5,1,0,Taxi,21500
6.18,5913.05,0,1,1,1,Taxi,7500
3.65,4772.78,3,4,2,0,Taxi,4500
9.17,4441.49,11,1,1,0,Taxi,6000
22.18,5497.07,1,2,1,0,Special Hire,33500
29.1,6170.06,21,0,1,0,Mini Bus,10500
5.06,5071.73,7,2,2,1,Boda Boda,4500
35.02,4950.58,4,6,2,1,Special Hire,71500
16.15,4655.41,5,1,1,0,Special Hire,21000
25.74,6241.18,9,6,3,0,Special Hire,53500
13.77,6278.72,11,6,2,0,Boda Boda,9000
34.63,4852.45,20,4,2,0,Special Hire,48000
26.74,4184.9,1,4,2,0,Mini Bus,11000
26.07,5561.48,12,6,2,0,Boda Boda,14500
40.8,4808.95,8,1,3,1,Special Hire,88000
41.9,4713.04,6,6,2,0,Boda Boda,21000
21.39,4917.51,21,6,1,0,Special Hire,26000
25.54,6489.65,15,3,2,0,Mini Bus,12000
14.85,5363.53,14,2,1,0,Special Hire,19500
36.09,6043.4,11,4,1,0,Mini Bus,13000
11.17,5269.19,6,1,1,0,Special Hire,14500
4.36,5372.48,0,4,1,0,Taxi,4000
37.26,5537.22,10,5,2,0,Special Hire,58500
21.95,4343.51,1,2,1,0,Mini Bus,7500
34.96,6438.22,15,0,1,0,Special Hire,50000
10.66,4813.27,8,3,3,1,Taxi,13500
4.8,4038.66,3,0,2,1,Mini Bus,4000
28.36,4230.53,1,3,2,0,Mini Bus,11500
5.45,5545.41,23,3,1,0,Boda Boda,4000
30.89,4048.51,6,0,1,0,Special Hire,31500
14.93,5879.8,22,6,1,0,Special Hire,24000
33.3,6314.98,11,4,1,0,Special Hire,45500
7.6,4402.09,12,1,1,0,Boda Boda,4000
29.42,5323.42,12,3,1,1,Mini Bus,12500
19.7,6221.13,6,4,2,1,Mini Bus,12000
35.64,5451.02,12,6,1,0,Boda Boda,16000
20.57,6018.58,17,3,3,1,Taxi,27500
43.48,4699.83,12,5,1,1,Boda Boda,22000
38.74,5190.37,20,0,3,0,Mini Bus,19000
19.3,6245.56,7,0,3,0,Taxi,22000
33.8,4516.25,23,1,1,0,Special Hire,44000
34.69,5182.74,3,6,1,0,Special Hire,49000
10.59,6128.11,17,3,3,0,Boda Boda,9000
18.73,4565.92,1,6,2,0,Taxi,15500
10.45,4244.25,22,2,1,0,Special Hire,14000
7.43,4479.78,23,1,1,0,Boda Boda,4500
6.13,6465.06,21,3,1,0,Mini Bus,3000
3.25,4143.76,16,0,1,0,Mini Bus,2000
32.63,4845.15,8,4,2,0,Boda Boda,17000
5.51,6499.16,23,5,1,1,Boda Boda,5500
10.3,5581.2,6,1,1,0,Taxi,7500
12.39,5149.72,20,0,3,0,Mini Bus,7000
30.67,4200.34,3,3,1,0,Special Hire,38000
20.38,4811.06,14,1,1,0,Boda Boda,9000
1.92,5388.39,1,6,1,1,Mini Bus,2500
38.33,5146.87,9,2,3,0,Mini Bus,18000
18.24,4895.3,12,4,1,0,Boda Boda,8000
28.17,6384.47,8,6,3,0,Boda Boda,22000
18.71,4567.52,7,5,3,0,Mini Bus,9500
38.7,4979.93,15,3,1,0,Taxi,23500
26.58,4055.5,23,4,1,0,Boda Boda,12000
13.18,5760.56,20,2,3,0,Special Hire,27000
36.38,6192.86,10,1,1,0,Mini Bus,13500
29.89,5121.34,21,6,1,0,Boda Boda,13000
10.77,4393.21,16,0,1,0,Mini Bus,4000
12.46,4106.49,15,1,1,0,Boda Boda,5500
35.77,4641.88,11,4,1,0,Mini Bus,11000
31.24,6166.61,8,1,3,0,Mini Bus,17000
9.06,4787.15,6,2,2,0,Boda Boda,5500
18.42,4681.12,23,0,1,0,Mini Bus,7000
29.09,5012.31,18,4,3,0,Mini Bus,14000
44.2,4318.67,13,6,1,0,Boda Boda,17500
11.64,4172.18,8,0,2,0,Boda Boda,6000
7.7,4615.2,12,0,1,0,Taxi,5000
20.26,5204.11,1,2,2,0,Special Hire,34000
18.17,6309.16,10,4,1,0,Boda Boda,9500
10.61,5052.82,10,1,1,0,Taxi,7500
29.41,4128.58,12,5,1,0,Mini Bus,8500
27.42,4194.67,7,0,3,0,Mini Bus,12500
41.01,4636.7,1,3,1,0,Taxi,26500
8.31,5078.27,14,0,1,0,Taxi,6000
44.41,5523.73,16,0,1,1,Boda Boda,25000
41.44,5941.39,16,1,2,0,Special Hire,67000
34.68,5089.7,0,5,1,0,Mini Bus,13000
5.01,5573.0,14,3,2,0,Special Hire,9000
35.14,4601.37,11,4,1,0,Special Hire,39000
23.11,5119.39,23,5,1,0,Mini Bus,9000
4.98,5490.56,8,0,3,0,Boda Boda,4500
1.6,5176.65,17,0,3,0,Boda Boda,2500
38.46,5059.74,20,4,3,0,Boda Boda,25500
32.87,5200.67,3,2,1,0,Mini Bus,12500
19.5,5103.49,9,0,3,0,Taxi,19000
16.52,4748.64,8,4,3,0,Special Hire,29500
3.45,4519.87,18,3,3,0,Mini Bus,3000
34.17,5764.75,5,0,1,0,Mini Bus,13500
39.51,4037.05,20,3,3,0,Special Hire,61000
41.82,4579.49,7,2,3,0,Boda Boda,26000
26.03,5244.79,7,1,3,0,Special Hire,47000
34.87,5147.73,2,2,2,0,Taxi,30500
1.69,5615.2,12,0,1,0,Taxi,2000
35.15,6156.32,17,5,3,0,Mini Bus,19500
26.85,5546.04,14,1,2,0,Taxi,21000
22.82,6013.53,17,0,2,0,Special Hire,36500
42.97,4369.84,10,6,1,0,Mini Bus,12500
41.6,4535.88,23,2,1,0,Taxi,27000
41.83,6360.82,15,6,1,0,Boda Boda,21500
30.4,6044.48,21,4,1,0,Boda Boda,15500
15.4,4218.41,18,2,2,0,Taxi,11000
14.73,6283.68,14,5,1,0,Mini Bus,6000
4.87,6486.21,5,3,1,0,Taxi,5000
20.88,5747.0,15,3,1,1,Taxi,18000
40.49,4787.57,1,4,1,0,Mini Bus,14500
35.04,4343.29,2,0,2,1,Taxi,33500
9.46,6192.3,15,4,1,0,Mini Bus,4000
16.65,5161.32,10,1,1,0,Mini Bus,6000
5.14,5823.39,9,6,2,0,Mini Bus,3000
9.68,5375.36,16,1,1,0,Taxi,7000
16.85,5989.93,8,1,3,0,Special Hire,35000
23.29,4694.43,3,3,1,1,Taxi,20500
42.53,4149.21,12,6,2,0,Boda Boda,19500
35.16,4405.83,3,1,1,1,Boda Boda,20000
34.61,4779.67,21,4,1,0,Special Hire,39000
24.53,4332.9,7,0,3,1,Taxi,25500
22.46,5956.5,12,2,1,0,Boda Boda,11000
34.29,4301.35,11,5,1,0,Mini Bus,10000
37.05,6200.8,1,0,1,0,Special Hire,58500
